Player,REB,AST,STL,BLK,TOV,PF,PTS,Salary
Rudy Gobert,12.9,2,0.8,2.3,1.6,2.9,15.9,23241573
Rudy Gobert,13.5,1.5,0.8,2,1.9,3.2,15.1,25008427
Rudy Gobert,13.5,1.3,0.6,2.7,1.7,2.3,14.3,27525281
Rudy Gobert,14.7,1.1,0.7,2.1,1.8,2.7,15.6,35344828
Rudy Gobert,11.6,1.2,0.8,1.4,1.7,3,13.4,38172414
Rui Hachimura,6.1,1.8,0.8,0.2,1.1,2.2,13.5,4469160
Rui Hachimura,5.5,1.4,0.8,0.1,1.2,2.1,13.8,4692840
Rui Hachimura,3.8,1.1,0.5,0.2,0.8,1.3,11.3,4916160
Rui Hachimura,4.5,0.9,0.3,0.4,0.8,1.1,11.2,6263188
Russell Westbrook,11.1,10.7,1.9,0.5,4.5,3.4,22.9,35654150
Russell Westbrook,7.9,7,1.6,0.4,4.5,3.5,27.2,38506482
Russell Westbrook,11.5,11.7,1.4,0.4,4.8,2.9,22.2,41358814
Russell Westbrook,7.4,7.1,1,0.3,3.8,3,18.5,44211146
Russell Westbrook,5.8,7.5,1,0.5,3.5,2.2,15.9,46791220
Ryan Arcidiacono,2.7,3.3,0.8,0,0.8,2.1,6.7,1349383
Ryan Arcidiacono,1.9,1.7,0.5,0.1,0.6,1.7,4.5,3000000
Saben Lee,2.4,2.9,1,0.3,1,1.2,5.6,1489065
Saddiq Bey,4.5,1.4,0.7,0.2,0.9,1.6,12.2,2689920
Saddiq Bey,5.4,2.8,0.9,0.2,1.2,1.6,16.1,2824320
Saddiq Bey,4.7,1.5,0.9,0.2,0.9,1.6,13.8,2959080
Sam Dekker,3.1,1,0.8,0.1,0.5,1,6.1,2760095
Sam Hauser,2.6,0.9,0.4,0.3,0.4,1.2,6.4,1637966
Santi Aldama,4.8,1.3,0.6,0.6,0.8,1.9,9,2094120
Scottie Barnes,7.5,3.5,1.1,0.7,1.8,2.6,15.3,7280400
Scottie Barnes,6.6,4.8,1.1,0.8,2,2.2,15.3,7644600
Sekou Doumbouya,3.1,0.5,0.5,0.2,0.9,2.1,6.4,3285120
Sekou Doumbouya,2.6,0.8,0.4,0.2,0.8,1.7,5.1,3449400
Semi Ojeleye,1.5,0.4,0.2,0.1,0.3,0.8,3.3,1378242
Semi Ojeleye,2.1,0.5,0.3,0.1,0.3,1.2,3.4,1618520
Semi Ojeleye,2.6,0.7,0.3,0,0.4,1,4.6,1752950
Serge Ibaka,8.1,1.3,0.4,1.4,1.5,2.9,15,21666667
Serge Ibaka,8.2,1.4,0.5,0.8,2,2.8,15.4,23271604
Serge Ibaka,6.7,1.8,0.2,1.1,1.1,1.9,11.1,9258000
Serge Ibaka,4.6,0.9,0.2,0.6,0.8,1.9,6.8,9720900
Seth Curry,1.6,0.9,0.5,0.2,0.8,1.3,7.9,2795000
Seth Curry,2.3,1.9,0.6,0.1,1,1.8,12.4,7461380
Seth Curry,2.4,2.7,0.8,0.1,1.1,1.7,12.5,7834449
Seth Curry,3.1,3.6,0.8,0.2,1.7,2.3,15,8207518
Seth Curry,1.6,1.6,0.6,0.1,0.8,1.6,9.2,8496653
Shabazz Napier,1.8,2.6,0.7,0.3,1.2,1.2,9.4,1942422
Shabazz Napier,2.8,4.7,1.2,0.2,2.3,1.8,10.3,1845301
Shaedon Sharpe,3,1.2,0.5,0.3,1,1.7,9.9,6012960
Shai Gilgeous-Alexander,2.8,3.3,1.2,0.5,1.7,2.1,10.8,3375360
Shai Gilgeous-Alexander,5.9,3.3,1.1,0.7,1.9,1.7,19,3952920
Shai Gilgeous-Alexander,4.7,5.9,0.8,0.7,3,2,23.7,4141320
Shai Gilgeous-Alexander,5,5.9,1.3,0.8,2.8,2.5,24.5,5495532
Shai Gilgeous-Alexander,4.8,5.5,1.6,1,2.8,2.8,31.4,30913750
Shake Milton,2.2,2.6,0.5,0.2,1.2,2.3,9.4,1445697
Shake Milton,2.3,3.1,0.6,0.3,1.6,2.1,13,1701593
Shake Milton,2.6,2.5,0.5,0.3,0.8,1.8,8.2,1846738
Shake Milton,2.5,3.2,0.3,0.2,1.2,1.6,8.4,1997718
Shaquille Harrison,3,1.9,1.2,0.4,0.8,1.7,6.5,1361265
Shaun Livingston,1.8,1.8,0.5,0.4,0.6,1.2,4,8307692
Shelvin Mack,1.8,3.2,0.8,0.1,1.2,1.5,7.5,3029463
Simone Fontecchio,1.7,0.8,0.3,0.2,0.8,1.2,6.3,3205128
Skal Labissière,5.1,1.3,0.2,0.9,0.9,2.7,5.8,2338847
Solomon Hill,3,1.3,0.5,0.2,0.7,1.8,4.3,12252928
Solomon Hill,2.8,1.8,0.7,0.2,0.9,1.4,5.5,12758781
Solomon Hill,3,1.1,0.7,0.2,0.6,1.6,4.5,1620564
Spencer Dinwiddie,2.4,4.6,0.6,0.3,2.2,2.8,16.8,1656092
Spencer Dinwiddie,3.5,6.8,0.6,0.3,2.7,2.8,20.6,10605600
Spencer Dinwiddie,4.2,5.2,0.7,0.2,1.6,2.2,13.7,17142857
Spencer Dinwiddie,3.4,6.5,0.8,0.3,1.8,2.4,17.3,19500000
Stanley Johnson,3.3,1.3,0.9,0.2,1.2,1.7,6.9,3940402
Stanley Johnson,2.5,1.5,0.9,0.3,0.9,1.9,4.4,3804150
Stanley Johnson,3.2,1.7,0.9,0.3,0.7,2.3,6.7,1368948
Stephen Curry,5.3,5.2,1.3,0.4,2.8,2.4,27.3,37457154
Stephen Curry,5.5,5.8,1.2,0.1,3.4,1.9,32,43006362
Stephen Curry,5.2,6.3,1.3,0.4,3.2,2,25.5,45780966
Stephen Curry,6.1,6.3,0.9,0.4,3.2,2.1,29.4,48070014
Sterling Brown,3.2,1.4,0.4,0.1,0.8,1.5,6.4,1378242
Sterling Brown,3.5,1,0.6,0.1,0.8,1,5.1,1618520
Sterling Brown,4.4,1.4,0.7,0.2,0.8,1.9,8.2,1620564
Sterling Brown,3,0.7,0.3,0.1,0.5,1.1,3.3,3000000
Steven Adams,9.5,1.6,1.5,1,1.7,2.6,13.9,24157304
Steven Adams,9.3,2.3,0.8,1.1,1.5,1.9,10.9,25842697
Steven Adams,8.9,1.9,0.9,0.7,1.3,1.9,7.6,29592695
Steven Adams,10,3.4,0.9,0.8,1.5,2,6.9,17073171
Steven Adams,11.5,2.3,0.9,1.1,1.9,2.3,8.6,17926829
Svi Mykhailiuk,1.9,1.9,0.7,0.1,1.1,1.6,9,1416852
Svi Mykhailiuk,2.5,1.7,0.8,0.2,1.3,1,8.5,1663861
Svi Mykhailiuk,1.6,0.8,0.5,0.1,0.6,1,4.6,1729217
T.J. Leaf,2.2,0.4,0.2,0.3,0.2,0.6,3.9,2407560
T.J. McConnell,2.3,3.4,1,0.2,1.2,1.4,6.4,1600520
T.J. McConnell,2.7,5,0.8,0.2,1.4,1,6.5,3500000
T.J. McConnell,3.7,6.6,1.9,0.3,2,1.6,8.6,3500000
T.J. McConnell,3.3,4.9,1.1,0.4,1.1,2,8.5,7500000
T.J. McConnell,3.1,5.3,1.1,0.1,1.9,1.4,8.7,8100000
T.J. Warren,4,1.5,1.2,0.7,1.2,2.8,18,11750000
T.J. Warren,4.2,1.5,1.2,0.5,1.3,2.8,19.8,10810000
T.J. Warren,2.9,1,0.5,0.3,0.5,1.5,7.5,1836090
Taj Gibson,6.5,1.2,0.8,0.6,1,2.7,10.8,14000000
Taj Gibson,4.3,0.8,0.4,0.5,0.8,2,6.1,9800000
Taj Gibson,5.6,0.8,0.7,1.1,0.5,2.2,5.4,2442968
Taj Gibson,4.4,0.6,0.4,0.8,0.5,2.6,4.4,4910000
Talen Horton-Tucker,2.6,2.8,1,0.3,1.6,2,9,1517981
Talen Horton-Tucker,3.2,2.7,1,0.5,1.4,2.5,10,9500000
Talen Horton-Tucker,3.2,3.8,0.6,0.4,1.9,1.7,10.7,10260000
Tari Eason,6,1.1,1.2,0.6,1.2,2.3,9.3,3359160
Taurean Prince,3.6,2.1,1,0.3,1.8,2.6,13.5,2526840
Taurean Prince,6,1.8,0.9,0.4,2,2.5,12.1,3481986
Taurean Prince,3.5,1.9,0.7,0.6,1.1,1.8,9.5,12250000
Taurean Prince,2.5,1,0.7,0.3,0.8,1.7,7.3,13000000
Taurean Prince,2.4,1.6,0.5,0.3,1.3,2.3,9.1,7295000
Terance Mann,3.6,1.6,0.4,0.2,0.6,1.9,7,1517984
Terance Mann,5.2,2.6,0.7,0.3,1,2.2,10.8,1782621
Terance Mann,3.4,2.3,0.5,0.3,1,1.8,8.8,1930681
Terence Davis,3.3,1.6,0.5,0.2,1.1,1.7,7.5,898310
Terence Davis,2.5,1.4,0.7,0.2,1,1.6,8.7,1517981
Terence Davis,3.1,1.3,0.8,0.4,1.1,2.3,10.4,4000000
Terence Davis,2.2,1,0.7,0.2,0.8,1.6,6.7,4000000
Terrance Ferguson,1.9,1,0.5,0.2,0.6,3.1,6.9,2118840
Terrance Ferguson,1.3,0.9,0.5,0.3,0.6,2.8,3.9,2475840
Terrence Ross,3.5,1.7,0.9,0.4,1.1,1.5,15.1,10500000
Terrence Ross,3.2,1.2,1.1,0.3,1,1.6,14.7,12500000
Terrence Ross,3.4,2.3,1,0.5,1.6,1.9,15.6,13500000
Terrence Ross,2.6,1.8,0.4,0.2,1.2,1.1,10,12500000
Terrence Ross,2.4,1.5,0.6,0.2,0.7,1.5,8.3,11161857
Terry Rozier,3.9,2.9,0.9,0.3,0.9,1.3,9,3050390
Terry Rozier,4.4,4.1,1,0.2,2.2,2,18,19894737
Terry Rozier,4.4,4.2,1.3,0.4,1.9,1.7,20.4,18900000
Terry Rozier,4.3,4.5,1.3,0.3,1.3,1.6,19.3,17905263
Terry Rozier,4.1,5.1,1.2,0.3,2.1,1.9,21.1,21486316
Thabo Sefolosha,2.5,0.5,0.9,0.1,0.5,0.8,3.8,5250000
Thaddeus Young,6.5,2.5,1.5,0.4,1.5,2.4,12.6,13764045
Thaddeus Young,4.9,1.8,1.4,0.4,1.6,2.1,10.3,12900000
Thaddeus Young,6.2,4.3,1.1,0.6,2,2.2,12.1,13545000
Thaddeus Young,4,2,1,0.3,1,1.6,6.2,14190000
Thaddeus Young,3.1,1.4,1,0.1,0.8,1.6,4.4,8000000
Thanasis Antetokounmpo,2.2,0.8,0.4,0.2,0.8,1.3,2.9,1701593
Théo Maledon,3.2,3.5,0.9,0.2,2.2,1.9,10.1,2000000
Théo Maledon,2.6,2.2,0.6,0.2,1.3,1.3,7.1,2000000
Théo Maledon,2.8,3.5,0.8,0.3,1.3,1.4,6.7,1900000
Thomas Bryant,6.3,1.3,0.3,0.9,0.8,1.8,10.5,1378242
Thomas Bryant,7.2,1.8,0.5,1.1,1.2,2.2,13.2,8000000
Thomas Bryant,5.7,0.5,0.3,0.5,0.6,1.7,9.8,1836090
Thon Maker,3.2,0.7,0.3,0.8,0.5,1.6,5,2799720
Thon Maker,2.8,0.7,0.4,0.7,0.8,1.7,4.7,3569643
Tim Frazier,2.8,4.2,0.5,0.1,1.3,1.9,5.3,1832107
Tim Hardaway Jr.,3.4,2.4,0.8,0.1,1.6,2.2,18.1,17325000
Tim Hardaway Jr.,3.3,1.9,0.6,0.1,1,1.8,15.8,18150000
Tim Hardaway Jr.,3.3,1.8,0.4,0.2,0.9,1.6,16.6,18975000
Tim Hardaway Jr.,3.7,2.2,0.9,0.1,0.8,1.8,14.2,21306816
Tim Hardaway Jr.,3.5,1.8,0.7,0.2,0.8,1.7,14.4,19602273
Timothé Luwawu-Cabarrot,1.9,0.5,0.4,0.2,0.4,1.5,4.6,1544951
Timothé Luwawu-Cabarrot,2.2,1.2,0.6,0.1,0.7,1.7,6.4,1824003
Timothé Luwawu-Cabarrot,1.6,0.8,0.3,0.1,0.4,1.5,4.4,1939350
Tobias Harris,7.9,2.8,0.6,0.5,1.8,2.2,20,14800000
Tobias Harris,6.9,3.2,0.7,0.6,1.4,2.3,19.6,32742000
Tobias Harris,6.8,3.5,0.9,0.8,1.7,1.9,19.5,34358850
Tobias Harris,6.8,3.5,0.6,0.6,1.6,2.2,17.2,35995950
Tobias Harris,5.7,2.5,0.9,0.5,1.2,2,14.7,37633050
Tomáš Satoranský,3.5,5,1,0.2,1.5,2.2,8.9,3129187
Tomáš Satoranský,3.9,5.4,1.2,0.1,2,2.1,9.9,9375000
Tomáš Satoranský,2.4,4.7,0.7,0.2,1.7,1.5,7.7,10000000
Tomáš Satoranský,2.3,3.3,0.5,0.1,0.8,1.3,3.6,10000000
Tony Bradley,4.6,0.4,0.2,0.6,0.5,2,4.9,1962360
Tony Bradley,5.7,0.9,0.4,0.7,0.8,1.5,7.1,3542060
Tony Bradley,3.4,0.5,0.2,0.6,0.6,1.1,3,1789256
Tony Parker*,1.5,3.7,0.4,0.1,1.3,0.9,9.5,5000000
Tony Snell,2.1,0.9,0.4,0.2,0.3,1.2,6,10607143
Tony Snell,1.9,2.2,0.5,0.3,0.5,1.7,8,11392857
Tony Snell,2.4,1.3,0.3,0.2,0.4,1.6,5.3,12178571
Tony Snell,1.9,0.5,0.3,0.2,0.4,1.3,3.5,2389641
Torrey Craig,3.5,1,0.5,0.6,0.6,2.3,5.7,2000000
Torrey Craig,3.3,0.8,0.4,0.6,0.4,2.3,5.4,2000000
Torrey Craig,3.9,1,0.6,0.5,0.5,1.7,5.5,1620564
Torrey Craig,4,1.2,0.6,0.5,0.9,1.9,6.6,4878049
Torrey Craig,5.4,1.5,0.6,0.8,0.9,2.3,7.4,5121951
Trae Young,3.7,8.1,0.9,0.2,3.8,1.7,19.1,5356440
Trae Young,4.3,9.3,1.1,0.1,4.8,1.7,29.6,6273000
Trae Young,3.9,9.4,0.8,0.2,4.1,1.8,25.3,6571800
Trae Young,3.7,9.7,0.9,0.1,4,1.7,28.4,8326471
Trae Young,3,10.2,1.1,0.1,4.1,1.4,26.2,37096500
Tre Jones,2.2,3.4,0.6,0.1,0.7,1.1,6,1517981
Tre Jones,3.6,6.6,1.3,0.1,1.6,1.4,12.9,1782621
Tre Mann,2.9,1.5,0.8,0.2,1.2,1.7,10.4,2901240
Tre Mann,2.3,1.8,0.6,0.2,0.9,1.5,7.7,3046200
Trendon Watford,3.8,2.1,0.5,0.2,1.1,1.9,7.4,1563518
Treveon Graham,3.1,1,0.4,0.2,0.5,1.9,5.3,1512601
Treveon Graham,2.7,0.8,0.4,0.1,0.5,1.9,4.4,1645357
Trevor Ariza,5.4,3.7,1.3,0.3,1.5,1.9,12.5,15000000
Trevor Ariza,4.6,1.7,1.3,0.3,1.1,2.1,8,12200000
Trevor Ariza,4.8,1.8,1,0.6,0.7,1.8,9.4,12800000
Trey Burke,1.7,2.7,0.6,0.1,0.8,1,10.9,1795015
Trey Burke,1.5,2.5,0.5,0.1,0.6,1,7.4,2257814
Trey Burke,0.9,1.3,0.6,0.1,0.5,1,6.6,3000000
Trey Lyles,3.8,1.4,0.5,0.4,1.1,1.5,8.5,3364249
Trey Lyles,5.7,1.1,0.4,0.4,0.6,1.6,6.4,5500000
Trey Lyles,5.1,1.2,0.4,0.4,1,1.6,10.5,2500000
Trey Lyles,4.1,0.9,0.4,0.4,0.9,1.3,7.6,2625000
Trey Murphy III,2.4,0.6,0.4,0.1,0.3,1,5.4,3053760
Trey Murphy III,3.6,1.4,1.1,0.5,0.8,2,14.5,3206520
Tristan Thompson,10.2,2,0.7,0.4,1.4,2.1,10.9,17469565
Tristan Thompson,10.1,2.1,0.6,0.9,1.8,2.2,12,18539130
Tristan Thompson,8.1,1.2,0.4,0.6,1.1,2.2,7.6,9258000
Tristan Thompson,5.1,0.6,0.4,0.4,0.8,1.7,6,9946611
Troy Brown Jr.,2.8,1.5,0.4,0.1,0.6,1.1,4.8,2749080
Troy Brown Jr.,5.6,2.6,1.2,0.1,1.1,1.9,10.4,3219480
Troy Brown Jr.,3.1,0.9,0.3,0.2,0.6,1.4,4.7,3372840
Troy Brown Jr.,3.1,1,0.5,0.1,0.4,0.9,4.3,5170564
Troy Brown Jr.,4.1,1.3,0.8,0.2,0.6,1.6,7.1,1836090
Troy Daniels,1.4,0.5,0.5,0.1,0.5,1.5,6.2,3258539
Troy Daniels,1.1,0.4,0.2,0.1,0.3,0.8,4.3,2509594
Ty Jerome,2.8,3.6,0.6,0.2,1.4,1.8,10.7,2303040
Ty Jerome,1.6,2.3,0.6,0.1,0.8,1.5,7.1,2412840
Ty Jerome,1.7,3,0.5,0.1,0.7,1.4,6.9,4220057
Tyler Dorsey,2.4,1.2,0.3,0,0.6,1.1,6.2,1378242
Tyler Herro,4.1,2.2,0.6,0.2,1.6,1.4,13.5,3640200
Tyler Herro,5,3.4,0.6,0.3,1.9,1.3,15.1,3822240
Tyler Herro,5,4,0.7,0.1,2.6,1.4,20.7,4004280
Tyler Herro,5.4,4.2,0.8,0.2,2.4,1.5,20.1,5722116
Tyler Johnson,3,2.9,0.9,0.5,1.4,1.7,10.9,19245370
Tyler Johnson,1.9,1.9,0.4,0.2,0.7,1.5,7,19458123
Tyler Johnson,2,1.2,0.4,0,0.4,1.1,5.4,1620564
Tyreke Evans,2.9,2.4,0.8,0.3,1.7,1.7,10.2,12400000
Tyrese Haliburton,3,5.3,1.3,0.5,1.6,1.4,13,3831840
Tyrese Haliburton,4,8.2,1.7,0.6,2.6,1.6,15.3,4023600
Tyrese Haliburton,3.7,10.4,1.6,0.4,2.5,1.2,20.7,4215120
Tyrese Maxey,1.7,2,0.4,0.2,0.7,1.3,8,2478840
Tyrese Maxey,3.2,4.3,0.7,0.4,1.2,2.1,17.5,2602920
Tyrese Maxey,2.9,3.5,0.8,0.1,1.3,2.2,20.3,2726880
Tyrone Wallace,1.6,0.7,0.3,0.1,0.6,1.3,3.5,1349383
Tyson Chandler,5.6,0.7,0.4,0.4,0.8,2,3.1,13869020
Tyus Jones,2,4.8,1.2,0.1,0.7,1.1,6.9,2444053
Tyus Jones,1.6,4.4,0.9,0.1,0.8,0.7,7.4,8400000
Tyus Jones,2,3.7,0.9,0.1,0.7,0.4,6.3,7965100
Tyus Jones,2.4,4.4,0.9,0,0.6,0.4,8.7,7600000
Tyus Jones,2.5,5.2,1,0.1,0.9,0.4,10.3,15000000
Usman Garuba,4.1,0.9,0.6,0.4,0.6,1.8,3,2471160
Victor Oladipo,5.6,5.2,1.7,0.3,2.3,2,18.8,21000000
Victor Oladipo,3.9,2.9,0.9,0.2,2.5,1.9,14.5,21000000
Victor Oladipo,4.8,4.6,1.4,0.4,2.5,2.5,19.8,21000000
Victor Oladipo,3,3.5,1.4,0.3,2.1,2.4,10.7,8750000
Vince Carter,2.6,1.1,0.6,0.4,0.6,1.9,7.4,2393887
Vince Carter,2.1,0.8,0.4,0.4,0.6,1.5,5,2564753
Vit Krejci,3.4,1.9,0.6,0.3,1,2.2,6.2,925258
Vlatko Čančar,2.1,1.3,0.4,0.2,0.6,1.4,5,2234359
Walker Kessler,8.4,0.9,0.4,2.3,0.8,2.3,9.2,2696400
Wayne Ellington,2,1.4,1,0.1,0.8,1.7,10.3,8653076
Wayne Ellington,1.8,1.2,0.4,0.1,0.5,1.1,5.1,8000000
Wayne Ellington,1.8,1.5,0.4,0.2,0.7,1.3,9.6,3564753
Wayne Ellington,1.8,0.7,0.5,0.1,0.4,1,6.7,2641691
Wayne Selden,2.4,1.5,0.4,0.2,1.1,1.7,6.9,1544951
Wendell Carter Jr.,7,1.8,0.6,1.3,1.5,3.5,10.3,4441200
Wendell Carter Jr.,9.4,1.2,0.8,0.8,1.7,3.8,11.3,5201400
Wendell Carter Jr.,8.2,1.9,0.6,0.8,1.4,2.7,11.2,5448840
Wendell Carter Jr.,10.5,2.8,0.6,0.7,1.9,2.7,15,6920027
Wendell Carter Jr.,8.7,2.3,0.5,0.6,1.9,2.8,15.2,14150000
Wenyen Gabriel,4.2,0.5,0.4,0.5,0.7,2.1,5.5,1878720
Wes Iwundu,2.5,1.2,0.5,0.3,0.5,1.5,5.8,1618520
Wes Iwundu,2.2,0.4,0.4,0.1,0.5,1.2,2.4,1678854
Wes Iwundu,2.7,1.1,0.4,0.3,0.6,1.8,5,1378242
Wesley Johnson,1.9,0.6,0.4,0.3,0.5,1.7,3.4,6134520
Wesley Matthews,2.5,2.3,0.8,0.2,1.3,2.3,12.2,19360229
Wesley Matthews,2.5,1.4,0.6,0.1,0.6,1.5,7.4,2564753
Wesley Matthews,1.6,0.9,0.7,0.3,0.4,1.4,4.8,3623000
Wesley Matthews,1.9,0.7,0.5,0.2,0.4,1.8,5.1,1958501
Wesley Matthews,2.2,0.7,0.4,0.3,0.3,1.4,3.4,1836090
Will Barton,4.6,2.9,0.4,0.5,1.5,1.9,11.5,11830358
Will Barton,6.3,3.7,1.1,0.5,1.5,2.1,15.1,12776786
Will Barton,4,3.2,0.9,0.4,1.7,1.7,12.7,13723214
Will Barton,4.8,3.9,0.8,0.4,1.8,1.6,14.7,15625000
Will Barton,2.4,2,0.5,0.2,0.9,1,6.8,14807642
Willie Cauley-Stein,8.4,2.4,1.2,0.6,1,2.8,11.9,4696875
Willie Cauley-Stein,5.8,1.3,0.9,1.1,0.7,2.2,7.2,2177483
Willie Cauley-Stein,4.5,0.7,0.4,0.8,0.5,2.4,5.3,4100000
Willy Hernangómez,5.4,1,0.3,0.3,1,1.7,7.3,1544951
Willy Hernangómez,7.1,1.1,0.5,0.5,0.7,1.4,7.8,1620564
Willy Hernangómez,6.8,1.3,0.4,0.4,1,1.9,9.1,2327220
Wilson Chandler,4.2,1.6,0.5,0.4,0.9,2.4,6,12800562
Wilson Chandler,4.1,1.1,0.5,0.3,1,2.3,5.9,2564753
Xavier Tillman Sr.,4.3,1.3,0.7,0.6,0.8,2,6.6,1300000
Xavier Tillman Sr.,3,1.2,0.9,0.3,0.6,1.2,4.8,1517981
Xavier Tillman Sr.,5,1.6,1,0.5,0.7,1.6,7,1782621
Yogi Ferrell,1.5,1.9,0.5,0.1,0.6,0.9,5.9,3000000
Yogi Ferrell,1,1.4,0.4,0.1,0.6,0.8,4.4,3150000
Yuta Watanabe,2.4,0.8,0.4,0.3,0.4,1.4,5.6,1836090
Zach Collins,4.2,0.9,0.3,0.9,1,2.3,6.6,3628920
Zach Collins,5.5,2.2,0.5,0.8,1.6,2.4,7.8,7000000
Zach Collins,6.4,2.9,0.6,0.8,2,3.2,11.6,7350000
Zach LaVine,4.7,4.5,1,0.4,3.4,2.2,23.7,19500000
Zach LaVine,4.8,4.2,1.5,0.5,3.4,2.2,25.5,19500000
Zach LaVine,5,4.9,0.8,0.5,3.5,2.4,27.4,19500000
Zach LaVine,4.6,4.5,0.6,0.3,2.6,1.8,24.4,19500000
Zach LaVine,4.5,4.2,0.9,0.2,2.5,2.1,24.8,37096500
Zaza Pachulia,3.9,1.3,0.5,0.3,0.8,2.2,3.9,2393887
Zeke Nnaji,3.6,0.4,0.4,0.3,0.6,1.9,6.6,2498760
Zeke Nnaji,2.6,0.3,0.3,0.4,0.6,2,5.2,2617800
Ziaire Williams,2.1,1,0.6,0.2,0.7,1.8,8.1,4373160
Ziaire Williams,2.1,0.9,0.4,0.2,1,1.6,5.7,4591680
Zion Williamson,6.3,2.1,0.7,0.4,2.5,1.8,22.5,9757440
Zion Williamson,7.2,3.7,0.9,0.6,2.7,2.2,27,10245480
Zion Williamson,7,4.6,1.1,0.6,3.4,2.2,26,13534817