fga,fg_pct,fga3,fg3_pct,fta,ft_pct,orb,drb,ast,stl,blk,tov,opp_fga,opp_fg_pct,opp_fga3,opp_fg3_pct,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_ast,opp_stl,opp_blk,opp_tov,win
60,36.7,22,22.7,10,70,9,19,11,8,4,13,51,49,20,40,19,68.4,11,30,19,5,5,17,FALSE
59,52.5,27,40.7,9,77.8,9,24,14,10,4,9,54,42.6,17,23.5,13,76.9,8,20,11,4,5,13,TRUE
52,36.5,14,14.3,19,57.9,9,22,7,9,6,13,60,45,24,33.3,6,66.7,11,29,13,7,3,12,FALSE
47,34,16,50,29,82.8,10,28,7,3,5,10,60,38.3,30,36.7,6,50,10,24,13,5,3,8,TRUE
64,50,28,50,16,68.8,13,25,20,10,5,8,48,37.5,20,35,18,61.1,8,22,9,4,3,19,TRUE
64,46.9,35,34.3,13,76.9,7,28,23,6,5,12,64,50,28,42.9,18,72.2,8,29,18,9,1,11,FALSE
66,56.1,16,50,15,86.7,12,27,11,8,0,16,59,44.1,14,21.4,19,68.4,9,17,8,7,4,15,TRUE
67,32.8,26,19.2,19,78.9,16,22,11,9,2,9,55,43.6,20,30,18,88.9,10,32,13,5,4,15,FALSE
59,39,26,23.1,12,75,10,16,8,6,0,10,43,58.1,17,64.7,16,87.5,4,29,14,8,2,19,FALSE
49,38.8,17,23.5,25,60,7,27,10,8,3,13,53,39.6,22,40.9,17,82.4,7,27,12,6,4,14,FALSE
58,44.8,13,38.5,9,77.8,7,25,17,7,3,11,54,40.7,18,27.8,11,45.5,9,25,11,6,7,16,TRUE
55,49.1,22,31.8,13,69.2,8,26,17,10,7,11,51,43.1,20,20,18,38.9,10,23,12,7,6,14,TRUE
50,40,14,21.4,30,73.3,10,24,16,7,4,13,52,42.3,17,47.1,20,60,9,23,13,8,4,12,TRUE
50,68,21,71.4,16,75,3,26,29,3,5,15,69,39.1,32,34.4,9,66.7,17,13,15,9,3,12,TRUE
61,45.9,26,23.1,11,63.6,13,27,21,9,9,9,61,34.4,26,34.6,7,57.1,14,24,17,2,4,12,TRUE
61,44.3,13,38.5,26,65.4,14,30,10,8,5,15,60,41.7,22,40.9,18,55.6,9,25,12,11,4,12,TRUE
62,33.9,22,13.6,22,63.6,12,21,7,9,4,6,52,40.4,15,33.3,14,71.4,13,30,8,2,4,16,TRUE
53,39.6,24,41.7,29,72.4,5,24,17,4,8,5,60,38.3,21,19,21,76.2,14,30,15,1,4,13,TRUE
44,52.3,22,45.5,16,68.8,4,19,11,9,1,19,48,47.9,24,50,25,84,10,20,13,8,3,18,FALSE
62,35.5,21,19,22,54.5,14,16,9,10,0,10,47,51.1,14,50,21,81,8,30,12,5,4,17,FALSE
70,38.6,24,20.8,8,100,12,14,13,9,0,7,51,52.9,19,42.1,21,95.2,11,31,16,3,2,19,FALSE
58,27.6,20,15,20,55,11,28,4,6,4,9,58,43.1,29,34.5,12,75,6,38,10,5,4,9,FALSE
45,44.4,19,31.6,24,87.5,6,25,11,4,2,21,59,42.4,23,34.8,22,90.9,7,18,17,13,1,9,FALSE
58,36.2,22,36.4,12,83.3,7,24,10,5,1,11,58,41.4,27,33.3,18,72.2,14,31,8,8,1,13,FALSE
56,42.9,19,47.4,9,55.6,5,30,15,5,6,7,54,29.6,19,36.8,8,87.5,7,30,7,5,3,13,TRUE
57,35.1,24,25,20,70,13,26,9,8,7,14,60,35,16,43.8,21,71.4,14,27,9,9,0,14,FALSE
64,37.5,28,42.9,15,86.7,16,26,14,7,5,9,56,39.3,26,34.6,15,66.7,9,24,12,8,9,12,TRUE
56,57.1,18,38.9,31,67.7,6,20,25,7,3,9,59,54.2,18,55.6,21,61.9,10,24,23,7,1,13,TRUE
54,46.3,16,43.8,16,81.3,10,34,15,3,3,11,58,31,23,21.7,15,73.3,6,22,8,7,2,7,TRUE
60,28.3,20,20,20,65,18,27,7,4,2,9,55,43.6,23,39.1,11,45.5,8,29,12,4,2,7,FALSE
54,40.7,27,37,12,91.7,8,21,15,11,3,9,52,36.5,21,23.8,6,100,11,24,10,4,4,19,TRUE
56,41.1,12,41.7,24,62.5,13,32,13,5,7,14,60,35,23,26.1,13,76.9,8,24,7,10,4,11,TRUE
60,50,19,31.6,26,76.9,11,24,16,2,2,9,58,44.8,24,29.2,22,72.7,10,20,12,4,2,9,TRUE
61,39.3,29,41.4,41,73.2,18,23,13,2,3,9,58,55.2,29,55.2,21,90.5,5,27,16,3,5,10,FALSE
57,45.6,14,42.9,24,66.7,7,41,10,7,5,11,65,32.3,33,24.2,12,75,6,30,11,5,3,8,TRUE
49,46.9,18,50,23,60.9,4,22,13,7,4,4,56,44.6,20,40,8,37.5,10,27,8,2,5,12,TRUE
51,52.9,28,46.4,13,69.2,4,21,16,5,2,6,55,43.6,19,31.6,17,47.1,15,21,14,4,2,12,TRUE
56,48.2,20,40,23,39.1,8,28,12,4,3,10,70,35.7,23,13,21,52.4,21,29,13,3,2,10,TRUE
64,45.3,21,42.9,22,36.4,14,26,23,7,14,10,72,38.9,20,50,19,68.4,20,28,21,3,7,13,FALSE
61,47.5,24,20.8,17,58.8,11,25,15,5,6,7,57,42.1,16,12.5,16,81.3,10,25,15,3,3,10,TRUE
63,31.7,22,31.8,7,71.4,12,26,13,7,4,13,53,37.7,15,20,26,61.5,9,31,12,9,5,9,FALSE
58,44.8,24,37.5,22,81.8,12,13,12,12,3,14,43,51.2,19,36.8,25,92,8,22,15,6,1,24,TRUE
58,41.4,12,41.7,16,75,9,27,12,4,4,9,58,44.8,23,47.8,17,82.4,7,27,14,3,5,7,FALSE
57,21.1,17,23.5,26,65.4,11,31,5,5,5,5,58,37.9,20,35,18,50,12,41,10,2,5,10,FALSE
57,35.1,13,7.7,13,76.9,15,30,10,4,8,9,55,34.5,22,27.3,18,66.7,11,24,10,5,8,6,FALSE
44,50,14,50,29,79.3,5,28,11,5,4,18,60,43.3,14,28.6,18,77.8,9,21,8,12,1,11,TRUE
53,49.1,21,33.3,18,72.2,8,25,17,7,3,12,60,45,25,40,17,76.5,10,20,14,8,2,9,FALSE
56,44.6,17,23.5,9,77.8,6,30,11,5,5,5,59,40.7,12,33.3,2,0,7,26,5,2,5,7,TRUE
60,51.7,15,40,16,68.8,11,27,27,6,2,9,49,36.7,14,35.7,23,60.9,10,23,14,1,1,16,TRUE
73,49.3,23,34.8,26,73.1,11,28,16,8,4,11,73,50.7,23,30.4,21,61.9,12,31,17,7,5,15,TRUE
53,50.9,20,40,21,90.5,12,27,12,8,7,8,55,38.2,24,41.7,13,76.9,8,16,13,2,4,8,TRUE
53,39.6,20,30,7,57.1,8,21,11,8,1,10,52,44.2,16,43.8,6,33.3,10,25,13,5,4,15,FALSE
55,47.3,17,52.9,25,76,7,19,13,6,0,11,56,51.8,23,34.8,18,72.2,10,27,13,5,0,16,TRUE
52,50,27,29.6,15,66.7,5,36,17,3,8,11,71,28.2,33,21.2,14,64.3,17,24,5,6,3,4,TRUE
56,42.9,20,30,12,41.7,6,22,10,7,5,10,57,43.9,22,40.9,11,72.7,10,30,11,5,7,13,FALSE
52,46.2,15,40,34,61.8,12,23,7,7,3,12,49,51,20,35,16,75,4,21,10,5,3,12,TRUE
55,36.4,23,30.4,15,60,5,25,16,6,3,9,58,41.4,16,18.8,15,53.3,12,32,10,5,1,15,FALSE
48,50,14,35.7,13,69.2,5,22,11,3,4,11,54,46.3,14,42.9,8,62.5,10,21,12,4,4,10,TRUE
47,36.2,13,15.4,25,80,9,26,8,8,1,18,54,44.4,21,28.6,17,52.9,9,24,10,7,6,13,FALSE
59,42.4,26,26.9,10,80,6,24,15,7,4,6,55,36.4,22,27.3,8,75,11,28,11,1,2,16,TRUE
58,48.3,22,54.5,23,69.6,10,26,19,3,1,10,53,37.7,17,11.8,28,75,9,24,8,7,10,12,TRUE
42,52.4,16,56.3,28,82.1,7,26,16,10,4,23,60,38.3,24,20.8,17,76.5,11,14,11,13,3,16,TRUE
57,45.6,20,35,18,55.6,14,20,14,10,2,13,54,46.3,21,38.1,18,72.2,12,21,12,6,5,15,FALSE
64,32.8,22,27.3,14,78.6,14,27,13,8,7,8,58,34.5,25,20,8,62.5,11,31,8,4,5,15,TRUE
55,38.2,26,38.5,12,83.3,7,30,17,7,8,10,56,32.1,15,26.7,9,44.4,12,27,9,7,2,15,TRUE
55,40,18,27.8,23,65.2,12,28,9,6,5,12,56,37.5,19,31.6,11,90.9,8,25,9,6,4,13,TRUE
55,27.3,25,20,18,61.1,16,31,7,3,5,17,60,31.7,30,20,9,44.4,12,26,7,7,5,10,FALSE
63,55.6,22,50,16,87.5,13,23,17,8,3,7,59,47.5,18,33.3,18,50,12,17,10,5,2,11,TRUE
58,32.8,26,30.8,24,79.2,18,22,12,6,3,14,53,41.5,28,42.9,12,83.3,10,24,16,7,5,17,FALSE
55,40,20,35,22,90.9,14,31,14,4,1,14,58,39.7,20,25,17,52.9,10,21,12,7,4,11,TRUE
54,46.3,20,20,10,90,5,30,18,3,4,8,57,31.6,29,17.2,12,66.7,11,25,8,4,0,8,TRUE
67,37.3,10,10,18,50,15,30,13,4,2,8,57,43.9,28,46.4,11,54.5,6,32,20,6,7,10,FALSE
62,41.9,25,28,25,68,15,31,18,4,4,12,63,41.3,27,22.2,22,54.5,13,25,10,9,8,11,TRUE
66,39.4,20,30,28,64.3,14,19,9,6,2,11,53,49.1,17,29.4,32,81.3,10,30,12,4,7,17,FALSE
47,48.9,17,35.3,25,80,10,30,12,3,5,15,63,36.5,33,33.3,7,71.4,10,18,14,9,3,7,TRUE
61,41,23,34.8,17,82.4,9,21,14,3,5,5,61,37.7,26,23.1,26,88.5,19,29,11,2,5,9,FALSE
59,40.7,21,28.6,14,71.4,8,25,17,6,7,3,55,45.5,19,36.8,16,75,8,30,12,1,4,10,FALSE
58,39.7,26,26.9,20,85,12,19,6,3,2,9,48,50,20,25,30,80,8,25,15,5,3,6,FALSE
56,44.6,14,35.7,19,68.4,9,26,6,7,4,9,54,42.6,15,53.3,20,50,9,24,9,3,4,13,TRUE
58,48.3,32,37.5,24,91.7,9,27,19,7,3,11,55,47.3,19,31.6,14,85.7,4,22,10,4,1,10,TRUE
64,40.6,20,30,27,63,11,35,11,7,4,13,69,39.1,22,27.3,25,52,12,28,12,2,4,8,TRUE
59,45.8,20,35,21,81,11,23,16,11,2,10,56,41.1,19,10.5,15,86.7,10,23,7,4,2,17,TRUE
49,55.1,15,33.3,20,70,11,25,16,8,6,14,61,32.8,29,27.6,9,88.9,13,14,10,5,4,10,TRUE
54,55.6,22,54.5,19,52.6,8,35,19,3,4,13,67,34.3,12,16.7,9,55.6,10,21,6,8,3,7,TRUE
53,34,24,29.2,10,70,3,26,13,9,4,14,51,41.2,14,35.7,19,78.9,6,33,9,8,5,12,FALSE
61,37.7,24,37.5,13,61.5,15,16,14,10,2,8,48,54.2,15,40,5,80,5,25,16,2,5,14,TRUE
55,40,13,38.5,18,66.7,6,26,12,6,4,5,54,35.2,16,31.3,19,73.7,12,29,6,2,7,11,TRUE
59,55.9,21,52.4,16,56.3,10,29,17,6,2,8,48,33.3,19,10.5,25,68,8,19,9,5,1,9,TRUE
56,35.7,29,27.6,36,66.7,15,24,12,3,2,13,59,50.8,23,47.8,26,57.7,11,28,21,8,1,12,FALSE
58,43.1,20,30,10,60,13,22,8,1,6,9,57,43.9,20,30,15,86.7,11,20,14,4,3,4,FALSE
47,44.7,16,37.5,38,86.8,5,35,16,7,2,12,66,39.4,28,25,22,77.3,8,24,14,8,3,8,TRUE
60,53.3,24,50,17,88.2,11,30,22,3,4,10,62,41.9,27,37,24,58.3,13,19,11,5,2,9,TRUE
49,42.9,14,28.6,36,75,8,32,13,7,9,14,68,35.3,31,38.7,18,50,18,24,13,9,3,12,TRUE
66,37.9,24,16.7,16,68.8,15,30,13,10,8,11,66,39.4,17,41.2,13,53.8,15,30,9,9,8,12,FALSE
58,44.8,20,25,13,84.6,7,32,15,6,7,5,64,26.6,26,15.4,17,70.6,18,27,8,2,2,9,TRUE
54,40.7,20,20,27,63,15,34,10,7,5,17,59,30.5,22,22.7,6,66.7,7,22,10,9,4,15,TRUE
52,50,21,47.6,22,54.5,7,20,15,2,4,10,65,55.4,20,35,18,72.2,13,22,17,6,3,7,FALSE
62,41.9,20,35,12,83.3,13,26,14,5,6,10,55,38.2,23,34.8,15,66.7,9,23,13,4,4,13,TRUE
48,39.6,24,45.8,8,100,2,24,13,3,4,12,56,41.1,24,29.2,23,73.9,10,27,15,6,4,7,FALSE
49,46.9,22,27.3,30,76.7,11,35,12,3,8,13,62,40.3,22,36.4,7,71.4,4,16,10,8,1,5,TRUE
57,42.1,29,31,22,68.2,12,25,18,10,3,15,53,34,10,50,18,83.3,12,22,11,9,1,18,TRUE
58,53.4,18,22.2,29,79.3,7,26,12,6,3,6,54,42.6,14,28.6,30,76.7,11,26,9,3,2,12,TRUE
68,51.5,26,50,20,50,10,34,18,7,7,12,69,43.5,26,38.5,32,65.6,14,30,18,5,2,13,TRUE
66,37.9,25,36,15,53.3,8,33,15,5,3,7,65,41.5,21,33.3,20,60,10,37,13,1,3,9,FALSE
49,49,16,25,11,81.8,8,28,18,6,4,22,52,40.4,15,20,32,71.9,6,17,9,12,4,9,FALSE
64,43.8,15,33.3,17,76.5,7,36,16,5,2,10,72,34.7,36,22.2,15,73.3,14,31,14,7,3,9,TRUE
62,45.2,22,36.4,18,83.3,11,27,22,12,4,16,62,43.5,27,40.7,15,66.7,9,24,18,9,6,17,TRUE
50,36,20,30,23,82.6,7,26,13,4,5,11,55,43.6,22,36.4,19,68.4,8,25,12,8,4,8,FALSE
57,43.9,11,27.3,31,77.4,8,27,18,4,1,9,71,42.3,15,26.7,12,66.7,14,25,13,6,3,10,TRUE
60,51.7,23,52.2,11,81.8,11,14,25,3,2,8,50,52,24,33.3,4,50,7,19,18,6,4,15,TRUE
50,52,17,41.2,21,85.7,6,21,20,8,3,11,52,46.2,26,46.2,10,100,5,19,19,6,1,15,TRUE
50,48,19,36.8,12,91.7,9,27,17,3,5,17,63,38.1,28,28.6,8,75,14,16,7,10,7,10,TRUE
66,43.9,24,25,10,90,13,22,20,5,2,9,54,50,13,38.5,21,76.2,9,24,16,4,4,10,FALSE
62,45.2,30,33.3,12,66.7,7,33,24,9,4,7,59,35.6,16,6.3,18,55.6,10,27,10,4,4,11,TRUE
53,43.4,21,42.9,15,80,8,36,18,4,4,15,68,35.3,19,10.5,9,55.6,10,20,9,7,5,5,TRUE
62,51.6,26,38.5,2,100,9,28,21,5,6,7,54,40.7,12,16.7,9,33.3,6,21,18,3,2,8,TRUE
55,40,23,39.1,16,75,11,27,14,2,6,9,51,41.2,25,32,12,83.3,3,26,17,5,5,6,TRUE
65,46.2,28,39.3,25,60,10,24,15,6,5,9,57,50.9,30,53.3,27,81.5,7,31,19,7,3,14,FALSE
58,43.1,18,27.8,12,75,8,22,13,4,3,11,53,35.8,17,35.3,14,85.7,10,26,7,3,6,17,TRUE
58,53.4,15,33.3,26,57.7,9,23,21,4,2,5,60,45,27,37,13,69.2,9,23,14,4,5,9,TRUE
68,51.5,20,30,22,72.7,13,33,16,7,3,11,62,37.1,22,36.4,23,69.6,12,22,11,5,1,13,TRUE
53,50.9,18,38.9,30,76.7,7,23,15,5,3,11,53,56.6,21,52.4,14,71.4,3,23,14,6,1,18,TRUE
64,53.1,23,39.1,30,70,12,30,18,10,3,22,69,42,20,20,25,84,12,24,9,17,4,18,TRUE
56,57.1,21,33.3,19,63.2,13,29,24,8,1,16,58,32.8,26,19.2,22,81.8,12,16,10,10,4,15,TRUE
69,37.7,27,33.3,16,68.8,11,18,11,11,2,10,51,51,19,31.6,21,90.5,7,31,17,4,5,18,FALSE
53,56.6,20,55,18,77.8,5,22,17,11,5,11,49,46.9,27,40.7,11,90.9,5,19,15,3,2,17,TRUE
62,48.4,15,26.7,18,72.2,13,23,16,7,3,10,54,46.3,25,40,10,60,7,21,19,5,7,15,TRUE
52,38.5,21,38.1,24,75,8,25,8,2,2,13,59,47.5,26,30.8,23,69.6,8,26,16,6,2,9,FALSE
50,54,8,12.5,26,57.7,7,28,9,4,8,19,63,41.3,12,58.3,18,88.9,10,21,14,4,0,10,FALSE
64,54.7,27,40.7,18,61.1,14,27,20,6,3,12,57,36.8,18,11.1,19,84.2,10,17,5,6,2,12,TRUE
77,40.3,32,25,24,58.3,17,20,18,13,2,12,60,51.7,24,33.3,30,56.7,16,35,13,7,4,23,FALSE
60,33.3,30,20,12,58.3,17,27,16,4,3,16,65,41.5,22,40.9,8,75,13,25,16,9,9,8,FALSE
56,48.2,22,40.9,23,69.6,8,33,17,3,8,12,66,42.4,25,36,13,69.2,8,26,13,6,5,8,TRUE
60,53.3,23,39.1,19,63.2,10,27,18,9,7,14,68,41.2,20,45,17,35.3,19,24,9,7,1,19,TRUE
60,55,24,37.5,18,72.2,11,31,20,11,5,15,64,35.9,24,20.8,25,76,13,18,11,9,4,13,TRUE
54,44.4,15,40,23,69.6,9,20,13,8,0,12,49,55.1,20,45,21,66.7,6,25,9,8,6,16,FALSE
58,34.5,23,34.8,24,70.8,14,14,7,5,1,12,57,56.1,19,42.1,17,88.2,11,27,15,3,7,12,FALSE
52,55.8,24,54.2,16,62.5,8,27,16,5,3,13,54,42.6,18,27.8,14,64.3,7,17,12,4,3,12,TRUE
61,47.5,25,28,18,77.8,5,33,21,7,8,11,63,38.1,25,32,21,47.6,11,29,12,7,3,13,TRUE
52,36.5,22,27.3,15,66.7,11,29,9,5,1,14,57,38.6,17,41.2,13,61.5,9,26,11,7,6,9,FALSE
58,51.7,14,42.9,21,66.7,10,16,8,8,7,6,50,48,15,20,20,65,12,22,8,2,3,18,TRUE
57,43.9,25,40,22,45.5,12,29,15,3,2,11,56,39.3,29,34.5,20,65,8,26,17,7,2,10,TRUE
56,53.6,20,45,17,76.5,5,31,17,6,1,10,56,39.3,16,37.5,16,56.3,7,23,6,5,0,14,TRUE
62,40.3,26,38.5,8,75,8,19,10,7,1,14,54,55.6,20,40,14,71.4,5,31,15,10,6,14,FALSE
64,46.9,29,41.4,12,66.7,9,29,26,12,5,16,71,40.8,22,22.7,12,33.3,16,28,13,8,4,20,TRUE
47,44.7,27,37,28,67.9,9,31,12,7,11,18,59,30.5,15,6.7,23,65.2,12,20,8,12,1,13,TRUE
67,40.3,27,48.1,19,78.9,21,20,17,9,2,11,49,51,17,23.5,23,73.9,9,20,12,5,7,15,TRUE
49,51,28,39.3,21,81,7,24,17,6,3,15,63,33.3,31,32.3,13,92.3,18,20,11,5,1,15,TRUE
55,45.5,22,40.9,29,65.5,9,29,16,9,5,11,64,40.6,17,35.3,16,68.8,12,25,10,4,1,11,TRUE
65,47.7,20,50,14,57.1,13,38,19,3,7,15,72,27.8,25,20,18,66.7,14,25,12,6,3,7,TRUE
45,46.7,16,37.5,12,66.7,7,15,11,10,1,19,40,55,20,40,11,81.8,3,18,18,10,2,19,FALSE
58,43.1,17,23.5,17,70.6,11,25,11,6,10,13,53,47.2,14,64.3,16,68.8,5,24,10,7,0,13,FALSE
66,40.9,25,36,21,47.6,12,28,17,7,2,15,69,44.9,27,25.9,21,71.4,15,33,18,5,1,17,FALSE
54,38.9,21,23.8,18,66.7,4,20,10,7,2,4,50,50,22,31.8,15,73.3,5,32,18,0,4,13,FALSE
65,52.3,27,37,16,75,15,24,23,7,5,9,56,50,28,42.9,10,90,5,19,15,6,3,12,TRUE
50,44,19,36.8,26,69.2,12,20,13,5,2,15,48,58.3,19,36.8,25,64,6,20,15,10,4,12,FALSE
60,41.7,26,30.8,18,61.1,5,30,14,9,2,10,62,30.6,21,33.3,25,88,14,35,10,5,1,15,TRUE
59,42.4,23,39.1,10,50,5,20,13,5,3,7,59,55.9,31,41.9,9,33.3,10,32,13,3,1,15,FALSE
49,55.1,20,35,16,87.5,3,26,14,7,2,16,64,40.6,16,18.8,13,53.8,11,18,13,3,0,11,TRUE
57,57.9,23,39.1,22,68.2,12,35,21,6,3,18,66,33.3,26,30.8,25,68,13,17,13,11,1,9,TRUE
55,54.5,26,38.5,10,80,6,18,21,10,4,7,46,54.3,17,35.3,4,50,5,19,16,2,1,17,TRUE
57,43.9,31,35.5,10,60,5,18,13,6,2,11,51,58.8,19,47.4,24,75,7,29,15,7,1,11,FALSE
58,44.8,21,33.3,21,76.2,17,23,13,14,4,19,54,40.7,16,31.3,16,81.3,10,18,13,6,1,18,TRUE
54,55.6,19,47.4,35,74.3,10,28,18,5,4,13,67,40.3,28,50,27,74.1,16,19,15,8,0,9,TRUE
52,50,20,30,26,61.5,7,25,15,0,0,11,56,48.2,20,35,25,60,8,24,11,6,3,10,FALSE
52,46.2,31,35.5,23,56.5,14,21,11,4,3,17,59,47.5,21,23.8,21,81,11,21,10,11,8,10,FALSE
54,42.6,24,45.8,17,70.6,5,24,11,14,7,16,54,42.6,15,26.7,9,55.6,8,25,13,9,2,23,TRUE
58,43.1,22,27.3,25,64,16,18,10,6,1,14,51,49,16,31.3,32,81.3,12,23,10,8,10,14,FALSE
69,42,41,34.1,12,100,12,20,17,9,1,9,56,58.9,18,55.6,25,68,9,28,19,3,1,14,FALSE
53,43.4,20,15,28,85.7,9,36,7,6,4,14,58,31,25,16,18,61.1,8,24,6,8,6,11,TRUE
61,49.2,16,37.5,19,78.9,6,15,14,10,1,11,49,57.1,16,31.3,30,76.7,7,23,9,4,2,18,FALSE
67,46.3,21,28.6,8,62.5,13,19,14,9,4,12,52,53.8,24,54.2,16,93.8,6,23,22,7,3,15,FALSE
53,54.7,29,37.9,5,80,6,27,18,6,4,15,51,39.2,19,31.6,19,84.2,4,19,10,8,0,9,TRUE
71,38,26,34.6,11,63.6,13,24,12,6,2,6,57,45.6,29,37.9,21,66.7,10,32,14,4,3,15,FALSE
68,33.8,33,15.2,33,57.6,15,26,11,15,2,17,60,43.3,30,40,33,81.8,9,39,22,11,5,19,FALSE
53,37.7,18,22.2,23,69.6,16,16,12,2,3,20,49,51,20,35,14,71.4,10,19,12,9,6,19,FALSE
60,38.3,12,8.3,19,68.4,8,18,13,5,5,8,52,53.8,15,53.3,22,86.4,9,32,16,4,5,13,FALSE
53,58.5,18,44.4,30,73.3,3,25,20,5,2,12,69,47.8,36,38.9,16,81.3,11,23,23,4,1,13,FALSE
46,54.3,17,35.3,28,82.1,7,22,11,8,4,14,57,49.1,16,31.3,12,83.3,7,17,13,12,5,12,TRUE
61,31.1,23,26.1,20,55,13,26,8,6,0,9,53,45.3,22,40.9,17,70.6,6,33,16,3,4,12,FALSE
47,61.7,17,35.3,19,57.9,7,33,18,6,4,24,57,36.8,32,31.3,20,55,8,15,10,12,2,17,TRUE
57,40.4,24,29.2,19,63.2,8,21,12,7,2,6,53,49.1,20,20,15,86.7,7,31,11,1,1,12,FALSE
59,44.1,17,41.2,17,58.8,10,31,11,9,8,9,55,27.3,18,16.7,22,59.1,14,23,3,1,3,14,TRUE
68,33.8,22,27.3,19,78.9,14,22,13,11,4,13,59,39,29,34.5,30,63.3,17,33,14,3,5,19,FALSE
57,49.1,18,27.8,21,76.2,11,28,16,4,1,12,59,42.4,23,43.5,22,59.1,11,22,11,7,2,11,TRUE
67,46.3,19,31.6,14,78.6,15,21,13,9,7,13,54,48.1,12,58.3,25,68,13,23,14,5,4,15,TRUE
