fga,fg_pct,fga3,fg3_pct,fta,ft_pct,orb,drb,ast,stl,blk,tov,opp_fga,opp_fg_pct,opp_fga3,opp_fg3_pct,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_ast,opp_stl,opp_blk,opp_tov,win
52,50,24,41.7,28,75,5,28,16,4,4,10,62,45.2,24,33.3,18,66.7,9,26,9,5,1,7,TRUE
65,40,26,34.6,15,33.3,11,23,11,6,2,10,57,52.6,31,61.3,20,50,10,32,24,3,4,14,FALSE
49,49,21,42.9,14,92.9,11,22,17,4,4,19,61,47.5,20,40,8,75,12,15,12,8,1,10,FALSE
52,53.8,23,34.8,36,63.9,9,20,14,7,8,13,63,54,22,45.5,24,83.3,12,23,13,6,3,10,FALSE
70,52.9,28,35.7,28,71.4,13,34,23,7,1,12,65,36.9,21,33.3,35,71.4,10,25,7,6,2,11,FALSE
51,49,24,33.3,23,60.9,4,23,16,5,5,8,45,44.4,23,39.1,15,53.3,7,27,15,4,3,18,TRUE
43,55.8,14,35.7,16,87.5,7,24,11,4,3,15,54,44.4,21,38.1,10,40,10,14,14,8,3,10,TRUE
52,51.9,21,42.9,27,63,9,28,13,3,4,13,56,37.5,21,9.5,29,62.1,13,21,10,5,2,13,TRUE
55,45.5,19,52.6,19,84.2,6,31,17,7,5,12,66,37.9,29,31,19,78.9,13,26,16,7,2,11,TRUE
57,40.4,20,20,14,85.7,11,28,7,8,6,9,50,28,24,33.3,16,56.3,13,22,7,5,0,18,TRUE
55,49.1,31,35.5,17,64.7,7,28,21,6,2,11,56,30.4,26,23.1,16,68.8,9,22,7,8,4,12,TRUE
54,50,24,37.5,5,60,8,27,20,5,2,13,54,33.3,21,19,11,81.8,8,20,10,6,1,9,TRUE
52,42.3,15,40,28,64.3,10,26,13,5,2,12,59,50.8,20,30,3,33.3,5,27,21,4,6,11,TRUE
61,44.3,27,29.6,6,0,9,24,14,6,4,11,55,41.8,20,30,19,78.9,9,27,15,5,3,13,FALSE
58,44.8,26,46.2,21,71.4,10,24,13,3,0,11,59,52.5,35,45.7,20,70,7,25,18,5,3,7,FALSE
57,50.9,22,63.6,29,62.1,16,20,18,4,1,7,58,50,30,36.7,19,73.7,13,18,20,2,6,8,TRUE
57,42.1,20,40,14,57.1,13,15,11,12,9,11,53,41.5,13,30.8,11,63.6,14,25,15,8,3,19,TRUE
55,41.8,21,33.3,21,76.2,12,23,12,7,2,11,54,37,20,45,12,83.3,12,23,11,6,5,17,TRUE
61,44.3,20,30,12,83.3,8,26,13,0,1,9,53,39.6,20,20,11,72.7,7,28,13,5,1,15,TRUE
43,46.5,18,38.9,31,80.6,4,15,11,8,7,8,54,50,17,47.1,15,80,12,23,10,3,1,13,FALSE
64,59.4,24,54.2,17,52.9,9,40,20,6,5,12,65,30.8,19,21.1,9,66.7,8,21,6,3,3,15,TRUE
67,47.8,30,36.7,28,64.3,14,41,22,2,3,10,86,39.5,50,38,7,14.3,15,29,28,3,3,3,TRUE
61,49.2,25,36,16,62.5,15,29,14,9,1,15,53,32.1,24,12.5,26,53.8,11,15,7,5,4,14,TRUE
54,55.6,15,53.3,12,66.7,8,21,22,8,3,11,55,49.1,27,40.7,13,61.5,8,18,17,5,5,11,TRUE
52,48.1,15,33.3,23,69.6,7,26,14,7,1,9,61,39.3,26,19.2,11,90.9,12,22,11,4,5,12,TRUE
60,46.7,14,28.6,26,61.5,8,27,11,13,4,11,60,41.7,31,41.9,12,50,10,30,16,3,5,20,TRUE
61,44.3,22,36.4,14,78.6,6,30,9,11,5,3,48,31.3,24,33.3,18,50,7,29,7,3,2,15,TRUE
50,40,17,35.3,25,60,12,27,10,7,6,20,57,40.4,17,35.3,16,62.5,8,22,7,9,5,14,FALSE
56,39.3,22,27.3,27,77.8,13,27,14,4,7,13,53,47.2,20,40,25,64,8,26,12,7,3,7,FALSE
50,54,21,47.6,26,65.4,8,20,11,10,8,12,56,46.4,18,44.4,21,76.2,13,18,16,5,2,15,TRUE
50,42,18,33.3,16,81.3,8,27,15,5,5,17,59,49.2,20,50,10,40,7,22,15,11,4,10,FALSE
69,49.3,21,33.3,20,90,10,37,18,4,5,9,64,35.9,18,38.9,23,65.2,9,26,6,6,7,11,TRUE
59,52.5,27,40.7,13,76.9,10,22,18,8,3,12,54,55.6,17,41.2,10,70,3,20,14,6,5,11,TRUE
64,35.9,28,14.3,14,64.3,14,32,10,6,6,15,58,39.7,18,44.4,20,50,9,29,11,7,7,10,FALSE
60,45,28,42.9,13,84.6,10,21,15,4,3,15,60,48.3,22,31.8,28,71.4,12,25,18,7,2,10,FALSE
48,41.7,19,26.3,27,70.4,4,27,12,4,1,17,51,49,16,31.3,25,68,5,29,13,7,4,16,FALSE
57,49.1,12,25,24,79.2,11,29,16,4,3,8,64,40.6,20,35,14,57.1,12,19,8,2,5,11,TRUE
68,45.6,38,44.7,19,68.4,11,26,16,5,0,5,59,47.5,20,30,28,67.9,9,31,10,4,8,9,TRUE
48,33.3,20,15,17,70.6,6,22,4,8,4,15,49,42.9,22,18.2,17,52.9,10,27,9,8,2,16,FALSE
60,48.3,22,36.4,19,63.2,6,24,10,6,5,8,57,40.4,22,22.7,19,73.7,11,28,11,3,6,12,TRUE
46,43.5,20,40,12,66.7,10,30,10,5,2,23,47,34,22,36.4,15,73.3,2,17,7,12,6,11,TRUE
61,41,16,43.8,35,62.9,12,37,9,7,1,15,76,35.5,25,28,20,55,18,30,11,7,9,12,TRUE
67,49.3,28,35.7,10,80,15,26,16,14,3,14,52,30.8,32,21.9,16,75,12,21,13,5,1,20,TRUE
60,48.3,28,46.4,15,46.7,8,22,19,10,5,13,60,45,27,40.7,12,83.3,11,28,17,10,6,17,TRUE
53,34,18,16.7,24,79.2,8,20,5,6,4,9,51,43.1,16,37.5,27,85.2,11,28,14,3,3,10,FALSE
61,49.2,16,37.5,26,65.4,12,27,11,7,2,10,56,44.6,25,40,17,70.6,7,24,9,3,4,13,TRUE
53,34,23,8.7,20,80,13,25,7,3,4,12,57,43.9,14,28.6,15,80,9,26,9,6,6,8,FALSE
53,39.6,24,29.2,27,63,7,20,11,13,4,10,53,32.1,24,25,26,80.8,18,26,10,4,3,18,TRUE
55,40,18,44.4,31,74.2,11,26,13,4,7,14,67,41.8,26,38.5,24,54.2,16,22,13,8,10,8,FALSE
54,33.3,23,21.7,8,87.5,11,13,9,8,3,14,40,52.5,14,42.9,22,90.9,7,26,11,8,4,16,FALSE
59,45.8,23,43.5,17,76.5,7,33,14,2,4,17,65,43.1,18,27.8,17,82.4,6,26,14,7,1,11,TRUE
64,53.1,18,33.3,26,84.6,11,34,25,5,7,9,53,32.1,20,5,27,55.6,9,21,8,6,2,14,TRUE
61,41,24,20.8,25,64,11,31,14,2,6,8,70,37.1,33,30.3,22,50,17,30,16,3,3,8,FALSE
61,37.7,31,29,20,70,15,20,12,11,4,15,51,45.1,18,38.9,25,72,13,25,11,9,4,22,FALSE
60,40,20,30,29,58.6,13,22,13,7,5,10,57,49.1,18,33.3,22,86.4,8,28,15,6,6,12,FALSE
57,36.8,22,36.4,20,65,13,16,12,3,3,15,58,53.4,19,36.8,21,85.7,11,27,12,5,6,11,FALSE
56,51.8,18,33.3,23,91.3,7,21,16,11,5,12,56,48.2,17,47.1,13,92.3,8,21,8,8,3,19,TRUE
57,49.1,15,66.7,27,81.5,12,23,15,8,8,16,62,40.3,24,29.2,26,84.6,16,20,14,6,2,15,TRUE
81,40.7,23,34.8,17,76.5,16,31,15,7,5,12,64,45.3,25,44,23,56.5,9,31,17,8,9,16,TRUE
60,46.7,26,34.6,23,73.9,12,31,13,4,12,12,70,32.9,25,24,15,73.3,18,23,8,8,2,10,TRUE
53,45.3,19,36.8,37,73,13,32,13,11,2,17,67,32.8,39,35.9,17,52.9,16,21,11,6,6,16,TRUE
50,30,26,23.1,26,57.7,10,32,10,5,5,16,58,31,26,23.1,19,78.9,10,29,9,4,2,12,FALSE
64,46.9,21,28.6,16,68.8,14,24,11,8,4,15,58,46.6,31,38.7,20,75,9,21,15,3,3,10,FALSE
62,41.9,27,37,29,62.1,13,32,13,1,7,8,64,43.8,19,15.8,30,73.3,10,28,8,2,6,3,FALSE
68,50,25,48,17,76.5,17,22,16,9,4,12,58,44.8,29,37.9,20,75,12,21,17,8,8,16,TRUE
54,35.2,32,37.5,21,81,9,19,11,4,1,12,55,52.7,23,39.1,14,78.6,10,26,15,7,3,13,FALSE
66,51.5,16,18.8,28,60.7,11,20,21,9,5,16,64,51.6,25,40,22,81.8,12,24,15,7,3,19,FALSE
44,50,16,25,14,57.1,12,26,10,5,5,15,47,36.2,25,28,12,50,7,14,6,4,4,12,TRUE
49,51,19,31.6,35,82.9,10,17,12,8,8,16,54,44.4,23,43.5,23,73.9,16,15,11,3,0,20,TRUE
57,52.6,18,61.1,39,89.7,12,22,19,9,3,17,67,47.8,26,38.5,22,59.1,16,17,16,9,1,19,FALSE
49,53.1,17,58.8,11,81.8,8,22,19,7,5,15,59,42.4,31,32.3,10,80,12,17,18,7,4,11,TRUE
56,30.4,27,14.8,16,68.8,12,23,12,5,4,14,64,43.8,11,36.4,11,81.8,14,29,14,8,4,10,FALSE
64,40.6,28,28.6,17,52.9,15,27,14,8,3,16,57,47.4,19,47.4,30,66.7,12,28,17,10,7,13,FALSE
44,45.5,21,33.3,37,64.9,7,21,12,2,1,15,51,41.2,18,27.8,35,77.1,12,23,9,4,5,12,FALSE
50,38,24,29.2,30,70,7,26,7,5,5,15,76,42.1,34,38.2,10,80,20,30,16,10,7,10,FALSE
57,42.1,20,35,10,50,8,21,10,1,0,11,55,47.3,18,33.3,15,80,9,28,9,2,3,10,FALSE
43,39.5,14,35.7,19,68.4,14,25,10,3,2,20,56,39.3,27,37,14,57.1,13,15,12,9,6,9,FALSE
64,48.4,22,31.8,17,88.2,13,27,19,13,3,13,55,40,23,26.1,21,81,10,21,14,6,3,17,TRUE
64,43.8,12,25,16,75,11,25,16,6,7,9,59,42.4,26,38.5,18,44.4,12,29,13,3,4,13,TRUE
50,26,22,18.2,25,52,10,23,9,8,5,11,52,48.1,20,40,10,80,6,33,13,5,1,12,FALSE
56,46.4,30,43.3,20,75,7,19,17,5,4,11,48,54.2,15,40,33,72.7,9,24,14,7,2,13,FALSE
64,42.2,19,15.8,35,91.4,15,34,12,11,2,13,64,43.8,19,26.3,14,42.9,6,23,7,6,1,16,TRUE
49,36.7,19,26.3,26,53.8,7,23,6,3,2,14,59,45.8,19,26.3,14,85.7,10,30,13,4,3,9,FALSE
64,46.9,18,33.3,22,63.6,14,26,16,4,8,11,61,41,25,28,26,76.9,11,23,9,7,4,12,TRUE
59,44.1,16,50,22,72.7,15,28,14,8,8,16,61,31.1,20,15,18,77.8,15,21,5,8,6,15,TRUE
62,46.8,37,48.6,5,100,13,22,16,8,6,17,59,47.5,22,40.9,10,70,12,19,14,7,4,16,TRUE
65,38.5,22,31.8,22,77.3,20,24,8,9,9,9,50,40,20,30,14,50,10,22,6,1,4,16,TRUE
60,50,21,47.6,21,61.9,7,26,17,5,3,15,58,46.6,20,25,32,90.6,5,25,16,5,7,8,FALSE
66,50,20,25,29,72.4,11,21,8,11,5,8,56,53.6,17,47.1,18,77.8,8,23,13,5,1,17,TRUE
59,44.1,25,40,16,62.5,8,21,18,13,0,14,42,45.2,25,40,17,70.6,4,26,9,2,0,24,TRUE
57,40.4,22,31.8,29,58.6,14,17,7,4,3,14,64,56.3,19,36.8,20,65,13,26,17,8,4,10,FALSE
61,41,21,23.8,22,68.2,6,26,14,6,14,4,65,29.2,24,29.2,29,51.7,23,33,12,2,4,16,TRUE
61,49.2,15,6.7,36,61.1,12,27,11,7,9,11,71,45.1,19,15.8,22,54.5,19,24,10,8,6,13,TRUE
46,37,24,37.5,18,50,9,20,10,2,3,20,54,55.6,17,58.8,23,73.9,6,23,18,7,6,7,FALSE
63,49.2,26,42.3,22,77.3,8,19,18,6,1,13,63,46,23,26.1,26,84.6,15,26,10,7,1,17,TRUE
69,47.8,41,39,16,62.5,11,28,20,5,5,9,56,37.5,24,29.2,15,60,10,28,7,5,3,20,TRUE
54,33.3,21,14.3,23,78.3,14,25,6,4,4,16,70,37.1,25,28,16,81.3,21,24,10,9,8,12,FALSE
64,40.6,20,30,25,88,20,19,9,9,3,14,58,56.9,16,68.8,16,56.3,10,20,16,3,2,13,FALSE
57,45.6,21,52.4,14,85.7,6,22,14,6,4,13,58,46.6,17,47.1,28,67.9,15,25,13,9,3,16,FALSE
63,34.9,19,26.3,10,50,12,22,7,7,6,9,56,41.1,21,28.6,16,81.3,14,32,13,4,2,12,FALSE
59,44.1,24,20.8,38,84.2,19,25,11,8,3,21,60,58.3,24,54.2,11,63.6,4,16,20,8,3,18,FALSE
58,51.7,22,59.1,14,78.6,8,23,15,13,3,13,47,44.7,19,42.1,18,72.2,8,21,12,4,3,21,TRUE
66,43.9,27,44.4,12,50,13,16,16,3,2,10,62,64.5,20,45,4,100,6,27,28,5,5,8,FALSE
59,45.8,22,31.8,24,66.7,11,26,14,4,2,9,46,43.5,24,29.2,26,76.9,2,24,11,2,4,12,TRUE
61,41,16,31.3,27,77.8,21,29,11,11,1,14,53,35.8,17,29.4,14,35.7,9,18,10,6,2,19,TRUE
51,45.1,19,42.1,20,75,8,21,18,4,2,11,49,44.9,21,42.9,21,61.9,11,21,12,5,4,14,TRUE
53,49.1,15,33.3,19,78.9,6,28,19,5,9,8,65,35.4,27,29.6,8,75,14,22,11,2,2,9,TRUE
52,48.1,25,36,27,63,10,19,14,8,2,10,50,46,20,20,12,100,6,22,9,3,2,17,TRUE
58,41.4,26,34.6,19,94.7,9,24,16,14,4,12,62,45.2,23,47.8,8,50,13,25,16,12,3,18,TRUE
58,56.9,18,38.9,24,66.7,7,30,13,6,3,12,71,40.8,25,24,16,62.5,15,23,15,3,4,13,TRUE
59,54.2,23,34.8,24,66.7,10,20,16,11,6,18,64,54.7,11,27.3,25,76,13,22,12,8,1,17,FALSE
53,43.4,16,43.8,18,77.8,8,20,7,7,6,9,57,47.4,18,38.9,17,58.8,11,24,13,4,4,9,FALSE
52,40.4,25,44,16,68.8,9,23,11,5,5,20,63,44.4,25,36,19,78.9,13,25,12,10,2,10,FALSE
73,38.4,28,32.1,26,69.2,23,24,15,12,1,11,56,48.2,38,42.1,13,61.5,7,28,13,7,4,19,TRUE
48,54.2,15,66.7,24,62.5,8,28,15,4,5,21,57,38.6,22,27.3,20,75,9,20,11,13,4,14,TRUE
53,52.8,14,42.9,16,68.8,8,23,17,2,4,13,59,35.6,26,30.8,16,68.8,15,18,11,6,5,12,TRUE
57,42.1,27,29.6,4,75,9,16,14,7,2,13,49,49,18,33.3,17,82.4,9,25,6,7,2,16,FALSE
52,40.4,22,36.4,28,60.7,5,26,10,6,5,11,59,40.7,24,50,21,81,11,31,11,4,5,13,FALSE
60,41.7,19,26.3,23,69.6,15,24,14,3,1,9,56,42.9,21,28.6,22,86.4,9,23,11,8,4,8,FALSE
56,42.9,21,28.6,27,70.4,10,30,16,8,1,7,51,35.3,23,13,26,65.4,8,27,14,6,3,12,TRUE
59,49.2,15,46.7,20,80,14,21,13,15,6,12,51,43.1,24,29.2,12,91.7,8,18,14,3,5,18,TRUE
61,45.9,26,34.6,18,77.8,16,23,14,4,4,11,60,46.7,20,25,23,73.9,13,20,16,5,3,12,TRUE
69,49.3,20,45,8,100,13,27,22,5,7,10,63,41.3,23,60.9,12,58.3,12,21,17,6,5,10,TRUE
49,32.7,20,25,23,78.3,12,22,7,6,4,14,51,37.3,33,39.4,13,69.2,9,25,12,8,2,13,FALSE
57,33.3,22,22.7,28,82.1,14,25,4,12,3,12,51,35.3,24,20.8,21,76.2,11,27,9,6,2,19,TRUE
48,33.3,23,21.7,21,76.2,14,29,8,1,4,19,49,34.7,25,36,29,72.4,8,19,9,10,4,7,FALSE
64,42.2,31,51.6,22,63.6,16,25,19,9,6,14,62,50,22,40.9,10,60,8,24,12,11,7,17,TRUE
43,44.2,19,26.3,22,45.5,5,18,6,4,4,11,50,54,19,31.6,14,78.6,5,26,11,6,2,9,FALSE
50,46,24,37.5,23,87,4,17,17,13,3,10,51,47.1,17,47.1,12,75,13,24,9,4,1,25,TRUE
57,47.4,16,43.8,25,72,14,16,10,5,3,11,54,55.6,13,38.5,23,78.3,11,19,11,6,5,8,FALSE
53,54.7,13,38.5,33,69.7,12,27,14,6,6,11,59,40.7,25,28,18,77.8,9,17,11,4,1,9,TRUE
52,42.3,20,35,21,76.2,9,22,16,7,5,20,56,46.4,20,30,27,70.4,12,23,15,14,2,13,FALSE
56,41.1,21,28.6,9,66.7,9,31,13,6,4,11,56,32.1,23,30.4,6,50,8,25,11,6,1,12,TRUE
64,42.2,19,47.4,27,59.3,16,30,15,9,5,10,62,37.1,23,21.7,19,68.4,11,27,10,3,9,11,TRUE
54,40.7,23,26.1,16,93.8,9,29,10,4,3,13,57,40.4,23,26.1,7,57.1,7,24,15,4,3,13,TRUE
59,37.3,27,33.3,7,71.4,16,18,11,4,0,12,42,47.6,19,36.8,22,86.4,6,22,10,3,3,14,FALSE
60,41.7,25,36,11,72.7,14,21,12,5,2,9,51,49,17,41.2,18,61.1,8,21,7,5,5,12,FALSE
63,42.9,22,31.8,25,64,18,20,9,6,3,14,65,46.2,30,36.7,13,84.6,15,21,12,9,2,14,FALSE
54,48.1,33,51.5,20,50,9,33,16,11,6,20,58,32.8,26,15.4,24,58.3,12,23,9,10,3,15,TRUE
65,38.5,25,32,31,77.4,13,24,8,7,1,7,67,44.8,22,36.4,16,75,13,30,10,4,3,14,TRUE
55,54.5,24,45.8,12,75,9,34,15,5,7,11,58,32.8,27,29.6,11,63.6,8,16,8,6,1,9,TRUE
65,43.1,28,42.9,5,80,12,17,15,8,2,15,48,52.1,16,31.3,22,72.7,8,26,19,7,2,19,TRUE
43,41.9,15,20,30,83.3,6,22,8,4,0,10,55,41.8,20,30,13,61.5,9,20,10,8,1,10,TRUE
57,42.1,24,37.5,19,57.9,9,27,14,10,4,10,53,43.4,17,23.5,16,68.8,7,29,13,3,2,17,TRUE
50,50,18,44.4,20,90,7,26,13,9,10,14,57,38.6,21,42.9,16,50,13,19,12,2,6,15,TRUE
63,47.6,22,22.7,21,71.4,11,14,13,5,6,12,48,58.3,16,37.5,34,73.5,12,23,13,10,5,18,FALSE
65,30.8,19,21.1,23,78.3,11,26,9,7,6,8,56,42.9,17,35.3,22,63.6,9,34,13,3,3,15,FALSE
48,47.9,20,40,18,77.8,5,23,12,9,8,8,52,32.7,24,29.2,13,61.5,16,23,8,3,1,15,TRUE
42,50,13,46.2,32,68.8,9,31,12,4,7,15,61,37.7,20,50,15,66.7,10,17,14,7,3,7,TRUE
66,34.8,19,10.5,21,85.7,16,31,11,10,6,9,60,31.7,22,18.2,18,72.2,12,29,6,5,7,12,TRUE
58,41.4,23,39.1,15,93.3,7,25,14,5,2,10,56,51.8,13,23.1,16,75,4,28,16,7,3,9,FALSE
51,41.2,17,35.3,14,50,11,19,10,3,2,14,50,48,19,42.1,16,93.8,7,23,11,5,2,9,FALSE
51,52.9,21,42.9,16,75,10,21,14,6,5,14,64,45.3,31,35.5,11,81.8,13,15,13,8,3,7,FALSE
64,37.5,26,30.8,23,56.5,12,28,11,1,3,13,66,42.4,17,23.5,22,63.6,14,34,11,9,3,11,FALSE
49,55.1,18,50,20,55,4,17,20,10,4,13,54,53.7,22,27.3,11,81.8,8,22,15,6,1,16,TRUE
62,43.5,22,36.4,14,64.3,8,28,15,8,5,5,44,31.8,19,26.3,29,65.5,9,30,11,3,5,17,TRUE
57,47.4,25,24,22,81.8,10,29,12,2,3,15,60,40,14,21.4,14,85.7,8,19,8,7,1,10,TRUE
51,47.1,30,43.3,23,82.6,1,20,16,9,4,10,55,43.6,30,33.3,25,68,14,27,13,5,1,18,TRUE
63,38.1,13,30.8,19,63.2,17,28,10,4,4,12,61,37.7,30,16.7,10,60,11,25,13,6,10,14,TRUE
48,37.5,21,23.8,18,77.8,12,18,10,5,2,12,41,56.1,10,40,14,78.6,2,19,10,8,4,15,FALSE
52,36.5,23,21.7,16,68.8,13,23,9,4,4,13,56,44.6,23,56.5,19,42.1,12,22,20,8,2,8,FALSE
49,44.9,19,26.3,16,68.8,8,26,10,7,5,19,60,40,25,28,14,78.6,12,23,8,11,3,12,FALSE
61,42.6,23,26.1,17,76.5,15,29,17,12,8,15,57,33.3,16,25,22,54.5,16,24,8,9,1,17,TRUE
59,40.7,25,32,22,90.9,10,27,14,4,3,9,56,55.4,9,44.4,20,70,4,25,14,4,7,7,FALSE
51,25.5,20,15,17,58.8,8,20,5,6,4,11,59,45.8,21,28.6,12,33.3,16,34,17,8,1,11,FALSE
58,44.8,25,36,25,68,11,25,10,9,5,11,72,43.1,19,31.6,16,68.8,20,26,10,9,5,14,FALSE
54,29.6,27,22.2,16,62.5,19,20,11,3,3,23,57,52.6,18,61.1,20,65,10,22,18,10,7,11,FALSE
56,46.4,34,38.2,24,79.2,7,20,16,11,3,5,61,47.5,28,32.1,16,81.3,15,24,14,3,3,13,TRUE
56,33.9,15,33.3,32,71.9,13,28,8,10,1,9,42,26.2,22,18.2,32,62.5,9,28,5,7,9,20,TRUE
63,52.4,34,47.1,16,62.5,12,24,22,4,6,13,60,46.7,21,42.9,21,76.2,9,21,10,10,3,10,TRUE
46,41.3,7,28.6,32,81.3,11,28,9,3,2,11,54,44.4,18,16.7,11,54.5,5,18,14,5,2,6,TRUE
52,48.1,17,47.1,12,83.3,7,23,12,2,3,10,51,45.1,22,36.4,21,90.5,5,20,9,4,5,8,FALSE
65,44.6,20,45,18,83.3,13,23,15,11,6,8,57,43.9,24,41.7,20,50,12,24,9,4,3,15,TRUE
59,50.8,24,50,13,61.5,13,25,17,5,3,9,51,41.2,21,42.9,16,50,9,17,7,5,3,10,TRUE
53,41.5,11,27.3,29,82.8,7,30,4,7,0,11,49,36.7,19,21.1,36,58.3,7,27,8,4,9,13,TRUE
52,53.8,13,46.2,11,63.6,11,22,7,11,1,15,51,37.3,24,12.5,17,64.7,13,16,6,13,2,13,TRUE
55,38.2,22,36.4,22,72.7,19,22,11,8,2,12,46,37,16,25,16,75,9,17,11,9,3,13,TRUE
59,45.8,34,35.3,19,78.9,13,20,14,8,5,11,52,44.2,30,50,14,71.4,12,20,13,4,1,14,TRUE
63,38.1,26,26.9,4,50,6,24,11,5,6,9,59,40.7,17,29.4,18,50,17,33,12,7,3,16,FALSE
58,53.4,25,44,9,77.8,10,28,17,8,2,14,49,36.7,18,27.8,22,59.1,7,17,9,7,2,12,TRUE
63,47.6,19,31.6,11,63.6,13,28,13,6,2,13,56,46.4,28,28.6,26,61.5,8,23,14,7,1,9,FALSE
47,44.7,26,38.5,18,66.7,12,21,12,6,3,18,47,44.7,34,38.2,21,85.7,6,20,11,10,5,12,FALSE
66,51.5,11,45.5,15,66.7,16,24,21,10,7,9,62,45.2,25,36,20,55,15,20,11,6,4,11,TRUE
56,44.6,29,44.8,5,40,7,10,9,14,2,4,38,60.5,15,40,12,83.3,5,27,11,2,4,19,TRUE
56,53.6,11,45.5,19,68.4,11,21,17,5,2,11,56,46.4,21,47.6,25,80,10,19,13,6,4,6,FALSE
51,45.1,15,53.3,13,76.9,5,28,11,2,5,17,64,40.6,40,37.5,21,81,13,26,14,14,6,7,FALSE